Judul,Sub Judul,No. ISBN,Penulis,Jumlah Halaman,Berat Buku,Jenis Cover,Isi,Dimensi (L x P),Harga,Deskripsi,URL,Thumbnail URL
Melayankan Injil Melalui Media,-,978-979-9143-99-0,H.A. Oppusunggu,116 halaman,290 gram,soft cover,HVS 70,"21x26,5 cm", Rp. 28.000,"Penerbit, penulis, editor, penerjemah …
H.A. Oppusunggu adalah tokoh penerbitan bervisi dengan pesan khas bagi sesama komunikator Kristen—dan bagi kita semua. Karya-karyanya telah menjadi berkat bagi umat kristiani di seantero Nusantara. Di antaranya komik Alkitab, buku-buku biografi untuk anak dan remaja, dan Tafsiran Alkitab Masa Kini. Ilmu serta teladannya pun telah memberi inspirasi bagi banyak penerbit, komunikator, dan generasi muda Indonesia.
Melayankan Injil Melalui Media menghadirkan visi, pikiran, jiwa, dan semangat H.A. Oppusunggu dalam bentuk yang paling tepat: tulisannya sendiri. Kumpulan tulisan tersebut tidak hanya berupa ilmu, tetapi tantangan untuk kita melakukan tindakan nyata bagi sesama orang Indonesia dan Kerajaan Allah. Banyak tulisan di antaranya belum pernah diterbitkan.
Pelatih, motivator, pemerhati, teladan …
Kumpulan tulisan H.A. Oppusunggu disusul oleh tanggapan-tanggapan dari para mitra dan sahabat. Mereka terutama menulis untuk mengucapkan apresiasi akan pelayanan dan pimpinan beliau. Namun, sadar tidak sadar mereka juga mengungkapkan banyak hal yang layak diteladani dari beliau—tambah berkat bagi kita!
Kedua kumpulan tulisan tersebut dilengkapi dengan kisah hidup H.A. Oppusunggu—perjuangan, kekecewaan, prestasi, dan buahnya—serta kisah Bina Kasih, penerbit yang menjadi saluran utama untuk karya besar hidupnya.
Buku ini diterbitkan bersamaan H.A. Oppusunggu ditetapkan sebagai Direktur Emeritus Yayasan Komunikasi Bina Kasih setelah memimpin lembaga tersebut hampir 30 tahun. Perlu dibaca semua orang yang ingin atau telah menjadi komunikator kristiani, dan siapa saja yang ingin melayani sesama manusia Indonesia dan Tuhan melalui media.",http://www.penerbitbinakasih.com/103-buku-melayankan-injil-melalui-media-.html,http://www.penerbitbinakasih.com/images/products/product_103.jpg
Kepemimpinan Ilahi dalam Rupa Insani,Panduan Kepemimpinan Alkitabiah,978-602-8009-84-3,"Kenneth Boa, Sid Buzzell, Bill Perkins",616 halaman,600 gram,Soft cover,HVS 70 gr,15 x 23 cm, Rp. 125.000,"Sang Pemimpin Sejati berlutut dan membungkukkan badan-Nya untuk melayani murid-murid-Nya dengan menuangkan air untuk membasuh kaki-kaki yang penuh debu. Tak ada yang menyangka Tuan menjadi Hamba. Yang terbesar dan tertinggi menjadi yang terkecil dan terendah. Inilah sikap kepemimpinan yang melayani—konsep yang dijunjung tinggi dalam buku ini.

Panduan Kepemimpinan Alkitabiah meyakini Alkitab memperlengkapi umat-Nya untuk setiap ”perbuatan baik”, termasuk perbuatan memimpin. Dan buku ini menghidangkan hikmat Allah di meja pembelajaran para pemimpin dengan menu lengkap—hampir semua permasalahan kepemimpinan dibahas solusinya di sini.
 
Kenneth Boa dkk, merancang buku ini agar para pemimpin diperkaya dengan:
Panduan Kepemimpinan 52 minggu 
Selama 5 hari kerja dalam 52 minggu tersaji topik-topik utama kepemimpinan. 
Panduan Kepemimpinan Topikal 
Nas-nas Alkitab tersedia untuk setiap topik sesuai urutan panduan 52 minggu. 
Studi Karakter Kepemimpinan dari Adam & Hawa hingga Zakharia 
Cermin hidup tentang kebaikan dan keburukan pemimpin dalam Alkitab.
Panduan Kepemimpinan dari Kejadian hingga Wahyu 
Intisari pelajaran tentang kepemimpinan dari setiap kitab dalam Alkitab.
 
Buku ini pantas menjadi ’hand book’ bagi siapa saja yang sedang dan akan berperan sebagai pemimpin di tingkat mana pun, baik di lingkungan gereja, lembaga pelayanan dan pendidikan, maupun organisasi sekular. 
 
Selain menjadi panduan pembelajaran bagi pengembangan pribadi para pemimpin, buku ini dapat juga dipakai kelompok yang ingin bersama-sama tumbuh dalam pembentukan karakter kepemimpinan kristiani yang melayani.
 
Penyampaiannya sederhana, penggaliannya dalam, penyajiannya terstruktur, dan landasannya kuat—yakni firman Allah.",http://www.penerbitbinakasih.com/236-buku-kepemimpinan-ilahi-dalam-rupa-insani.html,http://www.penerbitbinakasih.com/images/products/product_236.jpg
Hubungan Sesama Jenis,Cuplikan Isu-isu Global Edisi Revisi,9786021006269,John Stott, halaman, gram,soft cover,hvs 70,11 x 17 cm, Rp. 20.000,,http://www.penerbitbinakasih.com/313-buku-hubungan-sesama-jenis.html,http://www.penerbitbinakasih.com/images/products/product_313.jpg
Isu-Isu Global - edisi Revisi,STOCK KOSONG,978-602-1006-09-2,"John Stott, Roy McCloughry & John Wyatt",604 halaman,800 gram,soft cover,HVS 70,15 x 23  cm, Rp. 0,"ISU-ISU GLOBAL (edisi revisi)
Penilaian atas masalah sosial dan moral kontemporer
menurut perspektif kristiani
Penulis: John Stott; direvisi oleh Roy McCloughry; tambahan bab baru oleh John Wyatt

TOPIK yang ditelaah:
 Isu-isu kontekstual:

Dunia Kita yang Sedang Berubah: apakah keterlibatan orang Kristen perlu?
Dunia Kita yang Kompleks: apakah kekhasan pemikiran Kristen?
Dunia Kita yang Plural: apakah kesaksian Kristen berpengaruh?

Isu-isu global:

Perang dan Damai;
Merawat Ciptaan,
Hidup dengan Kemiskinan Global;
Hak Asasi Manusia.

Isu-isu sosial: 

Dunia Kerja;
Hubungan Bisnis;
Mensyukuri Keanekaragaman Etnis;
Kesederhanaan,
Kemurahan hati, dan Kepuasan.

Isu-isu  pribadi: 

Perempuan, laki-laki, dan Allah;
Perkawinan, Kohabitas, dan  Perceraian;
Aborsi dan Eutanasia;
Bioteknologi Baru;
Hubungan Sesama Jenis.

Penutup:

Suatu Panggilan untuk Kepemimpinan Kristiani.

Isu-isu Global diterbitkan di Indonesia oleh Bina Kasih pada 1993 (6 edisi 1993-2012) dalam 17 bab dan 480 halaman. Pada edisi Revisi (Sept 2015) menjadi 17 bab dan 600 halaman, dengan perubahan:

dilengkapi dengan endnotes, panduan studi, dan indeks,
beberapa bab berubah signifikan tanpa mengubah pandangan yang fundamen secara kristiani, yang direvisi dan dibarui oleh Roy McCloughry; khususnya data statistik berbagai riset terkini.
ada 2 bab yang dipadatkan, dan ditambahkan bab baru: ”Bioteknologi Baru”; kontribusi dari John Wyatt, guru besar Univ. London.",http://www.penerbitbinakasih.com/270-buku-isu-isu-global---edisi-revisi.html,http://www.penerbitbinakasih.com/images/products/product_270.jpg
Menggeluti Misi Lintas Budaya,Meniru Kristus mengatasi perbedaan,978-602-8009-00-3,S.G. Lingenfelter dan M.K. Mayers,124  halaman,160 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 30.000,"”Saya segera pergi ke tetangga dan menanyakan apakah ia sudah mendengar berita tentang topan yang akan datang. ’Ah,’ katanya, ’tidak ada topan yang akan datang. Jangan percaya apa yang kamu dengar dari radio ....’
Sekitar pukul 16:30 ombak memecah melampaui puncak pantai ... badai telah tiba!”
Para utusan Injil yang melayani orang-orang dari kebudayaan yang berbeda sering mengalami ketegangan dan konflik. Berdasarkan penelitian kebudayaan di Pulau Yap, Kepulauan Pasifik, Sherwood Lingenfelter membukakan bagaimana konflik dan ketegangan itu bisa terjadi karena perbedaan orientasi—seperti peristiwa di atas. 
Mana lebih prioritas, waktu atau kegiatan? Orang atau tugas? Bagai­mana cara menghadapi krisis? Dari mana harga diri seseorang dan bagaimana hal itu mempengaruhi hubungan seorang utusan Injil dengan orang-orang yang ia layani? Pemahaman akan hal ini akan sangat menentukan berhasil tidaknya pelayanan kita kepada orang-orang yang berbeda budaya dengan kita.
Menggeluti Misi Lintas-Budaya justru menyajikan cara mengatasi kete­gangan dan konflik itu. Pertama-tama mengindahkan pentingnya meneladani Yesus Kristus yang ”walaupun dalam rupa Allah ... menjadi sama dengan manusia” (Filipi 2:6-7). Ilmu antropologi diimbangi dengan langkah praktis untuk meningkatkan kualitas pelayanan kita. Semuanya dinilai dari sudut pandang Firman Tuhan dan dihidupkan dengan kisah nyata. 
Uraiannya sederhana namun padat. Menganalisis persoalan kebu­dayaan dilengkapi dengan Model Nilai-nilai Dasar.  Penting diketahui oleh para utusan Injil, pendeta, pekerja gereja, dan siapa saja yang rindu melayani sesama yang berbeda budaya.",http://www.penerbitbinakasih.com/99-buku-menggeluti-misi-lintas-budaya-.html,http://www.penerbitbinakasih.com/images/products/product_99.jpg
Misi Menurut Perspektif Alkitab,STOCK KOSONG,978-979-9143-97-6,"John R.W. Stott, Joh. Verkuyl, dkk.",168 halaman,200 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 0,"Tulisan Pilihan dari Perspectives on the World Christian Movement
Fakta bahwa buku ini terjual 120.000 eksemplar dan 60.000 orang lebih mengikuti kursus penginjilan dengan tema yang sama, menjadi bukti betapa buku Perspectives on the World Christian Movement amat berpengaruh pada gerakan misi masa kini. Misi Menurut Perspektif Alkitab adalah kumpulan tulisan pilihan dari buku yang telah mengubah semangat dan strategi penginjilan di seantero dunia ini. Di sini sejumlah penulis terkenal menyingkapkan rencana misioner Allah yang sungguh ajaib:
John R.W. Stott—Apa peranan Alkitab dalam penginjilan sedunia? Siapakah ahli waris janji Tuhan?
Walter C. Kaiser Jr.—Apa peranan Israel dalam penginjilan sedunia?
Johannes Verkuyl—Apa mandat Alkitab untuk penginjilan sedunia?
George Eldon Ladd dan Ron Sider—Apa kaitan Kerajaan Allah dengan pemberitaan Injil?
H. Cornell Goerner—Apa hubungan Yesus dengan bangsa-bangsa bukan Yahudi?
Arthur F. Glasser—Bagaimana Paulus dan para rasul lainnya dapat memulai suatu gerakan gereja yang mengubah sejarah dunia?
Howard A. Snyder—Apa peranan Gereja dalam rencana Tuhan?
Tulisan-tulisan ini dapat memicu pertanyaan yang lebih dalam lagi: ""Apa peranan kita dalam penginjilan sedunia?"" Pengalaman membuktikan, Tuhan sendiri bisa menjawab!
Penting bagi mahasiswa STT, pelayan Tuhan, pemimpin gereja dan jemaatnya, kelompok studi, dan siapa pun yang ingin tahu rencana Tuhan untuk dunia dan kehidupannya sendiri. Tapi waspadalah—buku ini bisa mengubah jalan hidup Anda!",http://www.penerbitbinakasih.com/100-buku-misi-menurut-perspektif-alkitab-.html,http://www.penerbitbinakasih.com/images/products/product_100.jpg
Jemaat Misioner,Membawa Kabar Baik dalam masyarakat majemuk abad XX!,978-602-8009-51-5,"Ailsa C.H. Baker Wirawan, dkk",550 halaman,550 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 90.000,"Allah yang memperkenalkan diri dalam diri Yesus Kristus adalah Pencipta, Pemelihara, Pembaru, dan Penyelamat umat-Nya. Menerima Yesus Kristus berarti menerima karya keselamatan—dibarui—Allah dan ikut serta dalam misi-Nya sebagai komunitas misioner. 
Ikut serta dalam misi Allah berarti menjadi kawan sekerja Allah berdasarkan Amanat Agung bagi segala bangsa secara universal. Namun demikian, pewartaan Kabar Baik harus tetap relevan agar mudah dipahami masyarakat setempat. 
Kompleksitas misi yang sedemikian luas dirangkum tim penulis, realistis–biblis–praktis, dalam tiga tahap sajian: Konteks misi di Indonesia; Tema-tema alkitabiah; Menjadi jemaat misioner di Indonesia. 
Penting bagi mahasiswa STT, pelayan Tuhan, pemimpin gereja dan warga jemaatnya, lembaga misi, misionaris, dan siapa pun juga yang ingin mewujudkan jemaat misioner masa kini di Indonesia.",http://www.penerbitbinakasih.com/101-buku-jemaat-misioner.html,http://www.penerbitbinakasih.com/images/products/product_101.jpg
Allah Tritunggal dan Misi,"Peran Bapa, Anak, Roh, dan Gereja dalam pekerjaan misi alkitabiah",978-602-8009-09-6,Ajith Fernando,132 halaman,150 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 30.000,"Tulisan Pilihan dari Global Missiology for the 21st Century (The Iguassu Dialogue)
Tidak sedikit orang memahami misi sebatas pemberitaan Fir­man Tuhan atau kesediaan untuk ber­korban demi orang lain. Itu memang pemahaman yang belum lengkap. Misi yang alkitabiah melibatkan dimensi yang lebih luas dan mendalam yang berakar pada pemahaman akan peran Allah Tritunggal—yakni Bapa, Anak, dan Roh—serta Gereja-Nya, dalam misi itu.
Allah adalah sumber, asal-usul dan tujuan misi. Misi tidak lain dari pelaksanaan maksud-maksud Allah un­tuk—melalui proses-proses historis—menggenapi tu­ju­an-tujuan-Nya di du­nia ini. Yesus merupakan pe­san bagi setiap utusan Injil, dan teladan dalam hal ke­rendahan hati, kepelayanan, penderitaan, dan keber­kekuranganan. Roh Kudus merupakan kuasa Ilahi yang memampukan kita melakukan misi di dunia penuh tantangan ini. Sementara Gereja, cerminan Trinitas di dunia, bertugas membangun dan membina komunitas alkitabiah yang misioner. 
Rahasia keberhasilan misi itulah yang dipaparkan dengan menarik dan jernih dalam buku ini. Karena itu sangat penting dibaca bukan hanya oleh (calon) utusan Injil dan warga gereja serta warga kampus, tapi juga oleh setiap orang percaya yang hendak menjadikan hidupnya sebagai tindakan misi!",http://www.penerbitbinakasih.com/208-buku-allah-tritunggal-dan-misi-.html,http://www.penerbitbinakasih.com/images/products/product_208.jpg
Metode Penginjilan,"Istimewa, tepat guna bagi penginjil awam, praktis, dan taktis",979-9143-05-5,D.W. Ellis,206 halaman,240 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 44.000,"Mengabarkan Injil—tepatnya mengkomunikasikan Injil—membutuhkan metode tepat guna.
Tuntutan akan metode itu sudah lama dirasakan. Metode yang dapat dipedomani tentang: urutan inti berita, kesesuaian (relevansi) berita, cara pendekatan, dan penyampaian berita.
Yang paling merasakan pentingnya metode itu  adalah kaum awam, yang konsekuen pada tanggung jawab moralnya sebagai Kristen.
Buku METODE PENGINJILAN ini diterbitkan guna memenuhi kebutuhan yang sangat mendesak itu. Apa yang disajikan dalamnya adalah berdasarkan pengalaman beberapa tahun bekerja di lapangan penginjilan, justru tepat guna, praktis, dan taktis.",http://www.penerbitbinakasih.com/96-buku-metode-penginjilan-.html,http://www.penerbitbinakasih.com/images/products/product_96.jpg
Keluar dari Tempat Garam - Masuk ke dalam Dunia,Penginjilan sebagai Gaya Hidup,978-602-8009-23-2,Rebecca Manley Pippert,368 halaman,400 gram,soft cover,HVS 70,"14,5 x 21 cm", Rp. 55.000,"Cepat atau lambat, sadar atau tidak sadar, kekristenan telah diserbu aneka ragam aliran kepercayaan (spiritualisme dan isme baru) yang dapat me­lemahkan iman kita. Kita perlu bijak menyikapinya. Sebagai garam dunia (Mat 5:13), kita wajib memperlengkapi diri agar tidak gagap penginjilan atau menjadi tawar.",http://www.penerbitbinakasih.com/255-buku-keluar-dari-tempat-garam---masuk-ke-dalam-dunia.html,http://www.penerbitbinakasih.com/images/products/product_255.jpg
Tanya Jawab Tentang Injil - edisi revisi,-,978-602-1006-02-3,-,100 halaman,60 gram,soft cover,HVS 70,10x15 cm, Rp. 15.000,"BUKU PENDAMPING PELAYANAN MISI
Buku sederhana ini hadir untuk menjawab pertanyaan orang yang ingin tahu tentang Injil dan kehidupan Kristen. Edisi revisi tampil dengan ukuran yang lebih mungil sehingga mudah dibawa kemana-mana untuk pelayanan misi di lapangan. Terbit sejak tahun 1965 dan masih relevan untuk kebutuhan misi di Indonesia.",http://www.penerbitbinakasih.com/80-buku-tanya-jawab-tentang-injil---edisi-revisi.html,http://www.penerbitbinakasih.com/images/products/product_80.jpg
Jalan Menuju Kehidupan,-,979-9143-59-4,Norman Warren,27 halaman,30 gram,soft cover,HVS 70,"10,5x17,5 cm", Rp. 10.000,,http://www.penerbitbinakasih.com/88-buku-jalan-menuju-kehidupan-.html,http://www.penerbitbinakasih.com/images/products/product_88.jpg
Jalan Satu-satunya,STOCK KOSONG,979-8976-60-8,Harold J. Sala,23 halaman,30 gram,soft cover,HVS 70,"10,5x17,5 cm", Rp. 10.000,"DOSA perusak utama kedamaian. Sumber peperangan, huru-hara, kesengsaraan, dukacita, dan… hilangnya persekutuan dengan Allah.
Namun, kita tidak boleh putus asa. Allah telah mengutus Anak-Nya, Yesus Kristus, menanggung hukuman akibat dosa manusia. Dan manusia bisa bersekutu lagi dengan Allah.
Buku ini mengupas hal itu. Sederhana dan mudah dimengerti.",http://www.penerbitbinakasih.com/89-buku-jalan-satu-satunya-.html,http://www.penerbitbinakasih.com/images/products/product_89.jpg
Alkitab Menjawab 100 Pertanyaan  jilid 2,-,979-8976-65-7,-,91 halaman,50 gram,soft cover,HVS 70,"10,5x14,5 cm", Rp. 14.000,"BUKU PEMBINAAN DASAR

 
Meski kecil dan tipis, buku ini memuat tanya-jawab pilihan hasil penelitian—terperinci.
Buku ini mencakup ajaran-ajaran pokok kekristenan yang patut diketahui, teristimewa oleh setiap orang yang ingin menunaikan hidupnya sebagai Kristen--pengikut Kristus.",http://www.penerbitbinakasih.com/118-buku-alkitab-menjawab-100-pertanyaan--jilid-2.html,http://www.penerbitbinakasih.com/images/products/product_118.jpg
Alkitab Menjawab 100 Pertanyaan  jilid 1,-,979-8976-64-9,-,57 halaman,40 gram,soft cover,HVS 70,"10,5x14,5 cm", Rp. 12.000,"BUKU PELENGKAP PERTUMBUHAN IMAN

 
Meski kecil dan tipis, buku ini memuat tanya-jawab pilihan hasil penelitian—terperinci.
Buku ini mencakup ajaran-ajaran pokok kekristenan yang patut diketahui, teristimewa oleh setiap orang yang ingin mendapatkan kepastian akan keselamatan dirinya dan keterjaminan keselamatan itu sendiri.",http://www.penerbitbinakasih.com/119-buku-alkitab-menjawab-100-pertanyaan--jilid-1.html,http://www.penerbitbinakasih.com/images/products/product_119.jpg
Jalan yang Harus Ditempuh,-,9799143616,-,40 halaman,40 gram,soft cover,70,11 x 17 cm, Rp. 10.000,,http://www.penerbitbinakasih.com/312-buku-jalan-yang-harus-ditempuh.html,http://www.penerbitbinakasih.com/images/products/product_312.jpg
"Tanya Jawab, Apakah Saya Orang yang Terpilih?",Ulasan singkat tentang pilihan Allah menurut Alkitab,978-602-1006-03-0,H. Westerink,112 halaman,60 gram,soft cover,HVS 70,10x15 cm, Rp. 15.000,"BUKU PELENGKAP PERTUMBUHAN IMAN KRISTEN
 
Buku ini menjawab dan meneguhkan orang Kristen baru yang mempertanyakan keselamatan dan pilihan Allah. Tampil dengan ukuran mini agar mudah dibawa kemana-mana.
Cocok untuk mereka yang baru mengaku percaya, atau Kristen yang ragu akan keselamatannya.",http://www.penerbitbinakasih.com/269-buku-tanya-jawab%2C-apakah-saya-orang-yang-terpilih%3F.html,http://www.penerbitbinakasih.com/images/products/product_269.jpg
Apa yang Terjadi Setelah Kita Mati?,Memahami misteri alam baka dalam terang kuasa Injil Yesus Kristus,978-602-8009-17-1,M.B. Dainton,124  halaman,100 gram,soft cover,HVS 70,13x18 cm, Rp. 26.000,"Hampir semua orang ingin tahu apa yang terjadi setelah manusia mati. Walaupun jika ditanya, umumnya kita akan menjawab setelah mati jiwa manusia pergi ke surga. Tapi kita tidak tahu rinciannya. Tahukah kita apa yang terjadi setelah kita mati?
Pertanyaan menggelitik di atas dijawab jelas dan lugas dalam buku ini. Dengan hati-hati penulis menguraikan seka­ligus menyajikan berbagai fakta berdasarkan penelitiannya atas berbagai aliran kepercayaan dan agama di dunia, bahkan yang secara tradisional dianut suku Murba di Indonesia. 
Membaca buku ini berarti memperoleh pemahaman alkitabiah dan lengkap akan apa yang terjadi setelah manusia mati. Dalam hal ini, kuasa Injil Tuhan Yesus teguh perkasa dan pengharapan kristiani tetap bersemi, kendati perkabungan karena ditinggalkan orang yang amat kita kasihi masih terasa. 
Buku ini penting dan perlu dibaca oleh para pendeta, pelayan gereja, dan hamba Tuhan. Bahkan semua orang yang ingin hidup berkemenangan atas kuasa kematian.",http://www.penerbitbinakasih.com/67-buku-apa-yang-terjadi-setelah-kita-mati%3F-.html,http://www.penerbitbinakasih.com/images/products/product_67.jpg
Hidup Sejahtera,Roh Kudus memerdekakan dan memampukan,979-9143-70-5,Ruth Paxson,120 halaman,100 gram,soft cover,HVS 70,13x18 cm, Rp. 25.000,"Setiap orang Kristen ingin hidup sesuai tuntutan Kristus. Tapi, itu sangat sukar! Manusia—entah bagaimanapun juga—kita—mustahil mampu hidup sesuai tuntutan Kristus.
Namun, tuntutan itu bukanlah aneh. Bukan tanpa sumber daya, yang memungkinkan kita mencapainya.
Rahasia itulah yang disingkapkan dalam buku ini. Sebab, membaca buku ini, berarti menyimak kepada suluh rohani yang menghantar kita kepada keberanian percaya. Dan, bahwa oleh dan dengan peranan Roh Kudus, kita pasti dapat hidup sesuai tuntunan Kristus.",http://www.penerbitbinakasih.com/77-buku-hidup-sejahtera-.html,http://www.penerbitbinakasih.com/images/products/product_77.jpg
Tuhan Yesus Memang Khas Unik,Jalan keselamatan satu-satunya,979-8976-11-8,Chris Wright,122 halaman,150 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 25.000,"Adakah keselamatan di luar Yesus Kristus?
Pertanyaan hakiki. Sangat pelik dan klasik. Namun pertanyaan itu senantiasa segar. Menantang. Digumuli semua umat beragama, demi kesahihan dan kebenaran iman. Dan demi kepastian keselamatan itu sendiri.
Jawaban rinci atas pertanyaan itu dipaparkan dalam buku ini. Aneka silang pendapat tentang siapa Yesus Kristus, bahkan di antara sesama pakar teologi kristiani disajikan gamblang sekali.
Itu membuat sidang pembaca menjadi jelas mengerti hakikat persoalan yang sebenarnya. Mengerti penyelamatan dan keselamatan—yang adalah kebutuhan mutlak segenap umat manusia, dalam kehidupan kini dan esok!",http://www.penerbitbinakasih.com/81-buku-tuhan-yesus-memang-khas-unik-.html,http://www.penerbitbinakasih.com/images/products/product_81.jpg
Tritunggal yang Esa,STOCK KOSONG,979-8976-01-2,Robert Crossley,60 halaman,60 gram,soft cover,HVS 70,13x18 cm, Rp. 0,"Tri tunggal teramat sukar dipahami. Apalagi bila kita tidak mengerti jelas ajaran-ajaran dasar alkitabiah. Karena itulah diterbitkan buku ini. Dengan hati-hati dan dengan sepenuhnya berpegang pada Alkitab, buku ini menyajikan uraian-uraian pokok yang terperinci tentang Tri tunggal.
Di sini dibicarakan bukan hanya doktrin teologis, tapi juga tentang Allah sendiri. Tentang Yesus Kristus dan Roh Kudus—tentang Tri tunggal yang esa yang teramat kudus dan agung.",http://www.penerbitbinakasih.com/78-buku-tritunggal-yang-esa-.html,http://www.penerbitbinakasih.com/images/products/product_78.jpg
Menyelidiki Kesejarahan Yesus,Pencarian Seorang Sejarawan,978-602-8009-52-2,John Dickson,184 halaman,600 gram,hard cover,MP 120,20x24 cm, Rp. 135.000,"Seberapa banyakkah pengetahuan kita akan Yesus Orang Nazaret? Sejauh manakah Injil-injil dan sumber-sumber lain layak dipercaya, apakah para sejarawan dan teolog menerimanya? Seberapa pentingkah catatan-catatan historis bagi iman seseorang?
Ini bukan buku dogma, teologi, maupun praktika. Penulis, selaku sejarawan—melalui penelusuran keempat Injil, Injil Gnostik, juga sejarah umum—mencoba, secara ringkas-padat-jelas, memaparkan bahwa Yesus dan segala tindakan-Nya merupakan peristiwa sejarah; dan oleh karena itu layak dipercaya. Artefak, lukisan, dan ilustrasi menjadikan buku ini berbobot ilmiah-populer.

John Dickson (PhD) adalah sejarawan, presenter televisi, dan penulis buku laris; juga honorary associate di Departemen Sejarah Kuno, Macquarie University, Sydney.",http://www.penerbitbinakasih.com/216-buku-menyelidiki-kesejarahan-yesus.html,http://www.penerbitbinakasih.com/images/products/product_216.jpg
Roh Kudus Penolong Kita,,978-602-8009-67-6,J. Oswald Sanders,170 halaman,250 gram,hard cover,HVS 70,13x18 cm, Rp. 50.000,"Roh Kudus adalah Pribadi Tritunggal. Pribadi yang dilambangkan dengan api, angin, air, burung merpati, meterai, anggur, dan minyak urapan. Pribadi yang menginsafkan manusia akan dosanya. Pribadi yang tinggal dalam hati kita.
Melalui perantaraan-Nya Gereja dijadikan, bertumbuh, dan dalam tanggung jawab-Nya Gereja tetap berkembang hingga kini. Dia adalah Sang Parakletos (Penolong) dan Sang Advocatus (Pembela) yang dijanjikan Yesus untuk mengajarkan, mengingatkan, bersaksi tentang Yesus Kristus, meneguhkan, menyertai, membela, dan menghibur para murid.
Sang Parakletos itu juga adalah Sang Advocatus yang bersama kita saat ini, menyertai kita selamanya, dan yang akan memeteraikan kita menjelang hari penyelamatan. Lalu apa maksud ungkapan Yesus bahwa hujat kepada Roh Kudus tidak akan diampuni?
Dalam keenam belas bab di buku ini, J. Oswald Sanders menguraikan peran Pribadi Sang Penolong itu secara sederhana dan terperinci. Buku ini bermanfaat untuk pelayan Tuhan, pemimpin gereja, warga jemaat, siapa saja yang ingin mengenal Pribadi Sang Penolong itu. Selamat mengenal-Nya!",http://www.penerbitbinakasih.com/223-buku-roh-kudus-penolong-kita.html,http://www.penerbitbinakasih.com/images/products/product_223.jpg
Kemuliaan Salib,Menyingkapkan pokok penting Injil yaitu kasih Allah yang kudus dan dosa manusia yang kelam,978-602-8009-08-9,Samuel Zwemer,116 halaman,140 gram,soft cover,HVS 70,"14,5x21  cm", Rp. 30.000,"Banyak buku telah ditulis tentang salib Kristus. Ada yang mengagumi dan menganggapnya mulia; namun ada juga yang menganggapnya aib, kebodohan, bahkan sampah!
Melalui kupasannya yang saksama mengenai salib, Zwemer menguraikan fakta-fakta kontradiktif ten­tang kehinaan salib, yang justru dalam kesomengannya malah memperlihatkan kemuliaan dan daya tariknya.
Salib menunjukkan kesucian dalam keberdosaan, kesalehan di tengah kefasikan. Dan semuanya itu mengacu kepada satu Pribadi: Yesus Kristus.
Buku ini menolong pembaca memahami bahasa salib yang tidak hanya menyoroti sisi kelam manusia, tapi juga menampilkan pancaran kasih agung Kristus dan karya keselamatan-Nya bagi umat manusia. Ba­hasanya sederhana dan kupasannya mendalam. Karena itu cocok dan perlu dibaca oleh setiap orang yang rindu bertumbuh menjadi bentara Kristus sejati.",http://www.penerbitbinakasih.com/85-buku-kemuliaan-salib-.html,http://www.penerbitbinakasih.com/images/products/product_85.jpg
Kupatuhi Perintah Tuhan,STOCK KOSONG,979-9143-71-3,Leatha Humes,240 halaman,180 gram,soft cover,HVS 70,11x18 cm, Rp. 0,"Sejak kanak-kanak Hudson Taylor sudah berikrar ingin memberitakan Injil ke Negeri Cina. Ia belajar obat-obatan dan mendisiplinkan dirinya berdoa, hidup sederhana, dan bergantung sepenuhnya kepada Tuhan. Tapi jalan ke sana bukannya tanpa perjuangan.
Ia mengalami putus cinta, bahkan jatuh sakit sehingga nyawanya hampir melayang. Meski begitu tekadnya tetap membaja. Ia malah belajar ilmu kedokteran dan bahasa Mandarin sebagai bekal ke Cina. ”Demi keselamatan jutaan orang di sana,” tutur Hudson.
Akankah cita-citanya menjadi kenyataan?
Kisah perjuangan misionaris muda ini meneguhkan iman percaya kita akan kehendak dan pemeliharaan Allah bagi umat-Nya.",http://www.penerbitbinakasih.com/50-buku-kupatuhi-perintah-tuhan-.html,http://www.penerbitbinakasih.com/images/products/product_50.jpg
